               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 300,            0.013008,           0.0051424,           0.0014922,             0.99729,             0.99689,             0.99431,             0.91118,           0.0057125,           0.0020667,          0.00018767,           0.0040798,           0.0040798,           0.0040798
                 301,             0.01319,           0.0051852,           0.0019297,              0.9974,             0.99692,              0.9943,             0.91094,           0.0057078,           0.0020668,          0.00018524,             0.00406,             0.00406,             0.00406
                 302,            0.013586,           0.0053108,           0.0021193,             0.99742,             0.99687,              0.9943,              0.9105,           0.0057039,           0.0020642,          0.00018026,           0.0040402,           0.0040402,           0.0040402
                 303,            0.013571,           0.0053023,           0.0020054,             0.99738,             0.99679,             0.99428,              0.9112,           0.0057006,           0.0020616,          0.00018258,           0.0040204,           0.0040204,           0.0040204
                 304,            0.013219,           0.0052002,           0.0018615,              0.9971,               0.997,             0.99428,             0.91012,           0.0056964,           0.0020598,          0.00019331,           0.0040006,           0.0040006,           0.0040006
                 305,            0.013392,           0.0051406,           0.0013913,              0.9967,             0.99699,             0.99427,             0.90964,           0.0056906,           0.0020601,          0.00019907,           0.0039808,           0.0039808,           0.0039808
                 306,            0.013384,           0.0052276,           0.0017675,             0.99651,             0.99691,             0.99427,             0.91154,           0.0056871,            0.002061,          0.00020366,            0.003961,            0.003961,            0.003961
                 307,            0.013358,           0.0051979,           0.0015529,             0.99638,             0.99674,             0.99427,             0.91167,           0.0056837,           0.0020614,          0.00020933,           0.0039412,           0.0039412,           0.0039412
                 308,            0.013599,           0.0052633,            0.001906,             0.99581,             0.99618,             0.99427,             0.91085,           0.0056885,           0.0020653,          0.00021923,           0.0039214,           0.0039214,           0.0039214
                 309,            0.012841,           0.0052214,           0.0015838,             0.99633,             0.99478,             0.99429,             0.91069,           0.0056921,           0.0020675,          0.00022871,           0.0039016,           0.0039016,           0.0039016
                 310,            0.013139,           0.0050318,           0.0014751,             0.99677,             0.99418,             0.99429,             0.91067,           0.0056918,           0.0020686,          0.00023844,           0.0038818,           0.0038818,           0.0038818
                 311,            0.013032,           0.0051592,           0.0015388,             0.99661,              0.9943,             0.99429,             0.91082,           0.0056946,           0.0020688,          0.00024186,            0.003862,            0.003862,            0.003862
                 312,            0.013254,           0.0051781,           0.0016793,             0.99637,             0.99443,              0.9943,             0.91113,           0.0056935,           0.0020668,          0.00023879,           0.0038422,           0.0038422,           0.0038422
                 313,            0.013073,           0.0050502,           0.0013318,             0.99639,             0.99439,             0.99433,             0.91108,           0.0056935,           0.0020675,          0.00024023,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013067,           0.0051006,           0.0020726,             0.99634,             0.99431,             0.99434,             0.91116,            0.005695,           0.0020676,          0.00024222,           0.0038026,           0.0038026,           0.0038026
                 315,            0.013162,           0.0051382,           0.0014978,             0.99638,             0.99452,             0.99434,             0.91124,           0.0056972,           0.0020667,          0.00024111,           0.0037828,           0.0037828,           0.0037828
                 316,             0.01313,           0.0051508,           0.0014313,             0.99648,             0.99459,             0.99432,             0.91038,           0.0057022,           0.0020658,          0.00023666,            0.003763,            0.003763,            0.003763
                 317,            0.013078,           0.0050969,           0.0014517,             0.99645,             0.99456,             0.99431,             0.91161,           0.0057051,           0.0020668,          0.00023718,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013331,            0.005036,           0.0015821,             0.99644,             0.99454,              0.9943,             0.91218,           0.0057082,           0.0020679,          0.00023413,           0.0037234,           0.0037234,           0.0037234
                 319,            0.012987,           0.0050694,           0.0014824,             0.99527,             0.99531,             0.99429,             0.91181,           0.0057111,            0.002069,          0.00023137,           0.0037036,           0.0037036,           0.0037036
                 320,            0.013033,           0.0050575,            0.001309,             0.99513,             0.99555,             0.99429,             0.91074,            0.005712,           0.0020695,          0.00022866,           0.0036838,           0.0036838,           0.0036838
                 321,            0.012854,           0.0049475,           0.0016015,             0.99601,             0.99474,             0.99427,             0.91164,           0.0057094,           0.0020693,          0.00022872,            0.003664,            0.003664,            0.003664
                 322,            0.012708,           0.0049116,           0.0013106,             0.99602,             0.99452,             0.99427,             0.91147,            0.005709,             0.00207,           0.0002277,           0.0036442,           0.0036442,           0.0036442
                 323,            0.013141,           0.0050077,           0.0016172,             0.99613,             0.99457,             0.99427,             0.91132,           0.0057084,           0.0020694,          0.00022231,           0.0036244,           0.0036244,           0.0036244
                 324,            0.013104,           0.0052669,           0.0014389,             0.99608,             0.99481,             0.99427,             0.91189,           0.0057072,           0.0020686,          0.00021863,           0.0036046,           0.0036046,           0.0036046
                 325,            0.013306,           0.0051336,           0.0016552,             0.99582,             0.99544,             0.99427,             0.91151,           0.0057035,           0.0020669,          0.00021718,           0.0035848,           0.0035848,           0.0035848
                 326,            0.013045,           0.0050834,           0.0020071,             0.99513,             0.99649,             0.99427,             0.91137,           0.0057026,           0.0020644,          0.00021687,            0.003565,            0.003565,            0.003565
                 327,            0.012801,           0.0051391,           0.0013722,             0.99525,             0.99665,             0.99427,             0.91138,           0.0056912,           0.0020609,          0.00021964,           0.0035452,           0.0035452,           0.0035452
                 328,             0.01298,           0.0050526,           0.0014239,             0.99507,             0.99681,             0.99427,             0.91181,           0.0056826,           0.0020591,           0.0002246,           0.0035254,           0.0035254,           0.0035254
                 329,            0.013295,           0.0049584,           0.0017714,             0.99513,             0.99681,             0.99427,             0.91211,           0.0056803,           0.0020586,          0.00022986,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01307,           0.0050349,           0.0013404,             0.99541,             0.99669,             0.99427,             0.91239,           0.0056796,           0.0020579,            0.000228,           0.0034858,           0.0034858,           0.0034858
                 331,            0.012706,           0.0050452,           0.0012086,             0.99556,              0.9967,             0.99427,             0.91241,           0.0056777,           0.0020563,          0.00022378,            0.003466,            0.003466,            0.003466
                 332,            0.013059,           0.0050045,           0.0015369,             0.99568,             0.99675,             0.99427,             0.91321,           0.0056734,           0.0020557,          0.00021803,           0.0034462,           0.0034462,           0.0034462
                 333,            0.012711,           0.0050569,           0.0015365,             0.99563,             0.99679,             0.99427,             0.91292,           0.0056711,           0.0020549,           0.0002113,           0.0034264,           0.0034264,           0.0034264
                 334,            0.012785,           0.0049057,           0.0016202,             0.99543,             0.99678,             0.99427,             0.91336,           0.0056686,           0.0020536,          0.00020368,           0.0034066,           0.0034066,           0.0034066
                 335,            0.012609,           0.0050209,            0.001653,             0.99512,             0.99681,             0.99427,               0.914,           0.0056695,            0.002053,          0.00019825,           0.0033868,           0.0033868,           0.0033868
                 336,            0.012818,           0.0050405,           0.0011998,             0.99497,             0.99685,             0.99428,             0.91397,           0.0056664,           0.0020523,           0.0001936,            0.003367,            0.003367,            0.003367
                 337,            0.012598,           0.0049644,           0.0015598,             0.99506,              0.9968,             0.99428,             0.91359,           0.0056661,           0.0020529,          0.00019114,           0.0033472,           0.0033472,           0.0033472
                 338,            0.012928,           0.0049234,           0.0017771,             0.99567,             0.99674,             0.99428,             0.91316,           0.0056656,           0.0020514,          0.00018952,           0.0033274,           0.0033274,           0.0033274
                 339,            0.012749,            0.004924,           0.0017443,             0.99597,              0.9967,             0.99428,             0.91305,            0.005664,           0.0020502,          0.00018891,           0.0033076,           0.0033076,           0.0033076
                 340,            0.012757,           0.0048708,           0.0015224,             0.99606,             0.99671,             0.99428,             0.91311,           0.0056645,           0.0020484,          0.00018652,           0.0032878,           0.0032878,           0.0032878
                 341,            0.013043,           0.0049436,           0.0015502,             0.99607,             0.99669,             0.99428,             0.91216,           0.0056645,           0.0020479,          0.00018363,            0.003268,            0.003268,            0.003268
                 342,            0.012725,           0.0049203,           0.0014772,             0.99604,             0.99668,             0.99428,             0.91254,           0.0056629,           0.0020463,          0.00018383,           0.0032482,           0.0032482,           0.0032482
                 343,            0.012966,           0.0050097,           0.0013751,             0.99595,             0.99669,             0.99427,             0.91296,           0.0056613,           0.0020462,          0.00018571,           0.0032284,           0.0032284,           0.0032284
                 344,             0.01256,           0.0048282,           0.0012638,             0.99633,             0.99642,             0.99428,             0.91243,           0.0056592,           0.0020448,          0.00018183,           0.0032086,           0.0032086,           0.0032086
                 345,             0.01271,           0.0050211,           0.0013674,             0.99643,             0.99631,             0.99428,             0.91247,           0.0056581,           0.0020434,          0.00017842,           0.0031888,           0.0031888,           0.0031888
                 346,             0.01241,           0.0048561,           0.0011209,             0.99649,             0.99626,             0.99428,             0.91293,           0.0056582,           0.0020427,          0.00017584,            0.003169,            0.003169,            0.003169
                 347,             0.01256,           0.0048802,           0.0012322,             0.99659,             0.99624,             0.99428,             0.91304,           0.0056581,           0.0020415,          0.00017247,           0.0031492,           0.0031492,           0.0031492
                 348,            0.012521,           0.0048752,           0.0011661,             0.99663,             0.99625,             0.99428,             0.91234,           0.0056557,           0.0020406,          0.00016941,           0.0031294,           0.0031294,           0.0031294
                 349,            0.012413,           0.0048853,           0.0011943,             0.99656,             0.99619,             0.99428,             0.91211,           0.0056556,           0.0020408,          0.00017018,           0.0031096,           0.0031096,           0.0031096
                 350,            0.012517,           0.0050079,           0.0011474,             0.99654,             0.99613,             0.99428,             0.91206,           0.0056553,           0.0020407,          0.00017089,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012241,            0.004837,           0.0013274,             0.99645,             0.99591,             0.99428,             0.91254,           0.0056509,             0.00204,          0.00016969,             0.00307,             0.00307,             0.00307
                 352,            0.012239,           0.0049439,           0.0011706,             0.99647,             0.99553,             0.99428,             0.91284,           0.0056495,           0.0020393,          0.00016677,           0.0030502,           0.0030502,           0.0030502
                 353,            0.012372,           0.0048891,          0.00083976,              0.9965,             0.99535,             0.99428,             0.91305,           0.0056432,           0.0020383,          0.00016205,           0.0030304,           0.0030304,           0.0030304
                 354,            0.012427,           0.0048707,           0.0012048,             0.99649,             0.99533,             0.99428,             0.91421,           0.0056414,           0.0020376,          0.00015874,           0.0030106,           0.0030106,           0.0030106
                 355,            0.012033,           0.0047778,           0.0010282,             0.99645,             0.99531,             0.99428,             0.91376,           0.0056409,            0.002037,          0.00015727,           0.0029908,           0.0029908,           0.0029908
                 356,            0.012547,           0.0049621,           0.0010732,             0.99682,              0.9952,             0.99428,             0.91488,           0.0056405,           0.0020376,           0.0001557,            0.002971,            0.002971,            0.002971
                 357,            0.012789,           0.0049495,             0.00167,             0.99677,             0.99521,             0.99428,             0.91447,            0.005642,           0.0020375,          0.00015424,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01233,           0.0048373,           0.0012215,             0.99662,             0.99532,             0.99428,             0.91438,           0.0056419,           0.0020379,          0.00015228,           0.0029314,           0.0029314,           0.0029314
                 359,            0.012579,           0.0050393,           0.0011608,             0.99665,              0.9954,             0.99428,             0.91427,            0.005643,           0.0020384,          0.00014817,           0.0029116,           0.0029116,           0.0029116
                 360,            0.012206,           0.0047286,           0.0010516,             0.99679,             0.99536,             0.99428,             0.91391,           0.0056422,           0.0020386,           0.0001445,           0.0028918,           0.0028918,           0.0028918
                 361,            0.012155,           0.0048489,           0.0012188,             0.99677,             0.99534,             0.99428,             0.91465,           0.0056413,           0.0020389,          0.00014175,            0.002872,            0.002872,            0.002872
                 362,            0.012325,           0.0049031,           0.0012406,             0.99679,             0.99527,             0.99428,             0.91399,           0.0056399,           0.0020385,          0.00013985,           0.0028522,           0.0028522,           0.0028522
                 363,            0.012377,           0.0050119,           0.0015218,             0.99685,             0.99523,             0.99428,             0.91412,           0.0056369,           0.0020382,          0.00013825,           0.0028324,           0.0028324,           0.0028324
                 364,             0.01251,           0.0048602,           0.0011473,             0.99685,             0.99514,             0.99428,             0.91396,           0.0056364,           0.0020385,          0.00013744,           0.0028126,           0.0028126,           0.0028126
                 365,            0.012405,           0.0050609,            0.001236,             0.99686,             0.99512,             0.99428,             0.91464,           0.0056347,           0.0020392,           0.0001369,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01213,           0.0048671,           0.0015267,             0.99692,             0.99512,             0.99428,             0.91434,           0.0056336,            0.002039,          0.00013648,            0.002773,            0.002773,            0.002773
                 367,             0.01215,           0.0049191,           0.0010287,             0.99692,             0.99513,             0.99428,             0.91402,           0.0056342,           0.0020387,          0.00013517,           0.0027532,           0.0027532,           0.0027532
                 368,            0.012324,           0.0048387,           0.0013362,             0.99695,             0.99514,             0.99428,             0.91376,           0.0056327,           0.0020389,           0.0001338,           0.0027334,           0.0027334,           0.0027334
                 369,            0.012323,           0.0048814,           0.0013299,             0.99689,              0.9952,             0.99428,             0.91369,           0.0056322,           0.0020388,          0.00013194,           0.0027136,           0.0027136,           0.0027136
                 370,            0.011956,           0.0047804,           0.0011373,             0.99689,             0.99523,             0.99428,             0.91366,           0.0056323,           0.0020387,          0.00013039,           0.0026938,           0.0026938,           0.0026938
                 371,            0.012452,           0.0048135,           0.0015431,               0.997,              0.9952,             0.99428,             0.91391,           0.0056313,           0.0020389,           0.0001289,            0.002674,            0.002674,            0.002674
                 372,            0.012065,           0.0048587,           0.0015784,               0.997,             0.99522,             0.99428,             0.91456,           0.0056319,           0.0020392,          0.00012847,           0.0026542,           0.0026542,           0.0026542
                 373,            0.011925,            0.004854,           0.0011729,             0.99706,             0.99525,             0.99428,             0.91433,           0.0056319,           0.0020395,          0.00012764,           0.0026344,           0.0026344,           0.0026344
                 374,            0.012223,           0.0046914,          0.00075551,             0.99705,             0.99524,             0.99428,              0.9145,            0.005631,             0.00204,          0.00012699,           0.0026146,           0.0026146,           0.0026146
                 375,            0.011944,           0.0047647,           0.0016256,             0.99702,             0.99524,             0.99428,             0.91418,            0.005631,           0.0020405,          0.00012645,           0.0025948,           0.0025948,           0.0025948
                 376,            0.012425,           0.0048619,           0.0012318,             0.99704,             0.99528,             0.99428,             0.91426,           0.0056329,           0.0020404,          0.00012605,            0.002575,            0.002575,            0.002575
                 377,            0.011818,           0.0047463,           0.0011617,             0.99706,             0.99531,             0.99428,             0.91437,           0.0056329,           0.0020405,           0.0001253,           0.0025552,           0.0025552,           0.0025552
                 378,            0.011704,           0.0046858,          0.00095672,             0.99709,             0.99534,             0.99428,             0.91442,           0.0056304,           0.0020397,           0.0001247,           0.0025354,           0.0025354,           0.0025354
                 379,            0.011853,           0.0046075,          0.00098715,             0.99712,             0.99537,             0.99428,             0.91454,           0.0056288,            0.002039,           0.0001242,           0.0025156,           0.0025156,           0.0025156
                 380,            0.012319,           0.0047472,           0.0013554,             0.99711,             0.99542,             0.99428,             0.91432,           0.0056275,           0.0020383,          0.00012381,           0.0024958,           0.0024958,           0.0024958
                 381,            0.011593,           0.0047394,          0.00099139,             0.99716,             0.99534,             0.99428,             0.91465,           0.0056262,           0.0020375,          0.00012415,            0.002476,            0.002476,            0.002476
                 382,            0.011605,           0.0046649,            0.001249,              0.9971,             0.99538,             0.99428,             0.91515,           0.0056236,           0.0020366,            0.000124,           0.0024562,           0.0024562,           0.0024562
                 383,             0.01164,           0.0047297,           0.0008577,              0.9971,             0.99542,             0.99428,             0.91467,           0.0056245,           0.0020361,          0.00012357,           0.0024364,           0.0024364,           0.0024364
                 384,            0.011878,           0.0048138,           0.0009498,             0.99709,             0.99541,             0.99428,             0.91504,           0.0056239,           0.0020355,          0.00012302,           0.0024166,           0.0024166,           0.0024166
                 385,            0.011964,           0.0048458,          0.00086833,              0.9971,             0.99542,             0.99428,             0.91461,           0.0056219,           0.0020352,          0.00012274,           0.0023968,           0.0023968,           0.0023968
                 386,            0.011657,           0.0047825,           0.0011621,             0.99704,             0.99544,             0.99429,             0.91472,           0.0056208,           0.0020349,          0.00012262,            0.002377,            0.002377,            0.002377
                 387,            0.011671,            0.004766,          0.00097657,               0.997,             0.99543,             0.99429,             0.91437,           0.0056199,           0.0020347,          0.00012255,           0.0023572,           0.0023572,           0.0023572
                 388,            0.011782,           0.0048373,          0.00096735,             0.99694,             0.99545,             0.99429,             0.91467,           0.0056197,           0.0020346,          0.00012262,           0.0023374,           0.0023374,           0.0023374
                 389,            0.011676,           0.0045835,           0.0010964,             0.99689,             0.99548,             0.99429,             0.91434,             0.00562,           0.0020346,          0.00012254,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011458,           0.0046617,            0.001035,             0.99681,             0.99549,             0.99429,             0.91485,           0.0056191,           0.0020349,          0.00012243,           0.0022978,           0.0022978,           0.0022978
                 391,            0.011643,           0.0047363,          0.00087579,              0.9968,             0.99549,             0.99429,             0.91519,           0.0056205,           0.0020355,          0.00012214,            0.002278,            0.002278,            0.002278
                 392,            0.011679,           0.0046413,          0.00085809,             0.99683,             0.99556,             0.99429,             0.91547,           0.0056186,           0.0020357,          0.00012216,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01179,           0.0047163,           0.0010248,             0.99689,             0.99573,             0.99429,             0.91479,           0.0056191,           0.0020362,          0.00012237,           0.0022384,           0.0022384,           0.0022384
                 394,            0.011322,           0.0046127,          0.00092027,             0.99693,             0.99584,             0.99429,             0.91482,           0.0056187,           0.0020363,          0.00012254,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011616,           0.0048116,            0.001155,             0.99697,             0.99592,             0.99429,             0.91473,           0.0056186,           0.0020358,          0.00012259,           0.0021988,           0.0021988,           0.0021988
                 396,            0.011353,           0.0047045,           0.0011645,             0.99706,             0.99593,             0.99429,             0.91534,           0.0056181,           0.0020357,          0.00012284,            0.002179,            0.002179,            0.002179
                 397,            0.011532,            0.004779,          0.00073146,             0.99711,             0.99599,             0.99429,             0.91545,           0.0056179,           0.0020355,          0.00012304,           0.0021592,           0.0021592,           0.0021592
                 398,            0.011478,           0.0046649,          0.00099802,             0.99716,             0.99598,             0.99429,             0.91587,           0.0056181,           0.0020356,          0.00012352,           0.0021394,           0.0021394,           0.0021394
                 399,            0.011561,           0.0046665,          0.00093617,             0.99719,             0.99595,             0.99429,             0.91618,           0.0056185,           0.0020366,           0.0001241,           0.0021196,           0.0021196,           0.0021196
                 400,            0.011955,            0.004786,          0.00088732,             0.99724,             0.99593,             0.99429,             0.91615,           0.0056178,           0.0020367,          0.00012402,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011583,           0.0046026,          0.00094025,             0.99729,             0.99594,             0.99429,              0.9165,           0.0056172,           0.0020365,          0.00012437,             0.00208,             0.00208,             0.00208
                 402,            0.011379,           0.0047718,            0.001102,             0.99728,             0.99598,             0.99429,             0.91672,           0.0056166,           0.0020365,          0.00012488,           0.0020602,           0.0020602,           0.0020602
                 403,            0.011154,           0.0047342,          0.00099836,             0.99727,             0.99597,             0.99429,             0.91682,            0.005616,           0.0020369,          0.00012519,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011243,           0.0046304,           0.0010044,             0.99728,               0.996,             0.99429,             0.91706,           0.0056164,           0.0020372,          0.00012552,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011447,           0.0046024,          0.00097332,              0.9973,             0.99604,             0.99429,             0.91672,           0.0056159,           0.0020373,           0.0001262,           0.0020008,           0.0020008,           0.0020008
                 406,            0.011615,           0.0047511,           0.0010682,             0.99733,             0.99606,             0.99429,             0.91665,           0.0056163,           0.0020372,          0.00012657,            0.001981,            0.001981,            0.001981
                 407,            0.011379,           0.0047166,          0.00082737,             0.99731,             0.99609,             0.99429,             0.91593,           0.0056168,           0.0020372,          0.00012699,           0.0019612,           0.0019612,           0.0019612
                 408,            0.011166,           0.0046298,           0.0010046,             0.99732,             0.99607,             0.99429,             0.91617,           0.0056151,           0.0020377,          0.00012768,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011383,           0.0044832,            0.001067,             0.99733,             0.99603,             0.99429,             0.91616,           0.0056155,           0.0020377,          0.00012797,           0.0019216,           0.0019216,           0.0019216
                 410,            0.011213,           0.0046303,           0.0007489,             0.99732,               0.996,             0.99429,             0.91539,           0.0056151,           0.0020379,          0.00012797,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011219,           0.0046214,          0.00094779,             0.99733,             0.99598,             0.99429,             0.91582,           0.0056149,           0.0020384,          0.00012788,            0.001882,            0.001882,            0.001882
                 412,            0.011063,           0.0046067,          0.00083663,             0.99735,             0.99595,             0.99429,             0.91583,           0.0056158,           0.0020385,          0.00012782,           0.0018622,           0.0018622,           0.0018622
                 413,            0.011008,           0.0045993,          0.00080372,             0.99736,             0.99596,             0.99429,             0.91525,           0.0056152,           0.0020385,           0.0001278,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011116,           0.0044932,           0.0010297,             0.99734,             0.99593,             0.99429,             0.91567,           0.0056161,           0.0020384,          0.00012812,           0.0018226,           0.0018226,           0.0018226
                 415,            0.011105,           0.0044996,          0.00095365,             0.99735,              0.9959,             0.99429,             0.91564,            0.005616,           0.0020389,          0.00012819,           0.0018028,           0.0018028,           0.0018028
                 416,            0.010842,           0.0045362,          0.00079032,             0.99736,             0.99586,             0.99429,             0.91559,           0.0056154,           0.0020389,          0.00012856,            0.001783,            0.001783,            0.001783
                 417,            0.010921,           0.0045197,           0.0007236,             0.99734,             0.99583,             0.99429,             0.91543,           0.0056151,           0.0020386,           0.0001288,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011088,           0.0044959,           0.0007967,             0.99737,             0.99581,             0.99429,             0.91535,           0.0056154,           0.0020387,          0.00012906,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011161,           0.0045451,          0.00077389,             0.99737,              0.9958,             0.99429,              0.9156,           0.0056154,           0.0020388,          0.00012947,           0.0017236,           0.0017236,           0.0017236
                 420,            0.011261,           0.0045466,           0.0011008,             0.99738,             0.99577,             0.99429,             0.91539,           0.0056147,           0.0020391,          0.00013021,           0.0017038,           0.0017038,           0.0017038
                 421,            0.011044,           0.0045603,           0.0009334,             0.99739,             0.99575,             0.99429,             0.91523,           0.0056163,           0.0020393,          0.00013075,            0.001684,            0.001684,            0.001684
                 422,            0.011285,           0.0045871,          0.00066113,             0.99739,             0.99573,             0.99429,             0.91517,           0.0056174,           0.0020396,          0.00013127,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011076,            0.004518,           0.0010332,             0.99741,             0.99572,             0.99429,             0.91548,           0.0056182,           0.0020399,          0.00013126,           0.0016444,           0.0016444,           0.0016444
                 424,            0.010868,           0.0044264,          0.00096026,             0.99742,             0.99573,             0.99429,             0.91533,           0.0056174,           0.0020403,          0.00013137,           0.0016246,           0.0016246,           0.0016246
                 425,            0.010844,           0.0044308,           0.0011552,             0.99744,              0.9957,             0.99429,             0.91556,           0.0056185,           0.0020405,          0.00013173,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010714,           0.0045059,          0.00087991,             0.99744,             0.99569,             0.99429,             0.91557,           0.0056171,           0.0020407,          0.00013238,            0.001585,            0.001585,            0.001585
                 427,            0.011043,           0.0044972,          0.00095081,             0.99745,             0.99569,              0.9943,             0.91574,           0.0056176,           0.0020406,          0.00013253,           0.0015652,           0.0015652,           0.0015652
                 428,            0.010867,           0.0045146,          0.00084584,             0.99749,             0.99566,              0.9943,             0.91592,           0.0056177,           0.0020406,          0.00013293,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011086,           0.0045767,           0.0010482,              0.9975,             0.99565,              0.9943,             0.91582,           0.0056183,           0.0020409,          0.00013315,           0.0015256,           0.0015256,           0.0015256
                 430,            0.010576,           0.0044364,          0.00072664,             0.99753,             0.99561,              0.9943,             0.91549,           0.0056184,            0.002041,          0.00013395,           0.0015058,           0.0015058,           0.0015058
                 431,            0.010997,            0.004593,          0.00069837,             0.99756,             0.99557,              0.9943,              0.9154,           0.0056189,           0.0020416,          0.00013449,            0.001486,            0.001486,            0.001486
                 432,             0.01087,           0.0045524,          0.00089819,             0.99754,             0.99557,              0.9943,             0.91597,           0.0056195,            0.002042,          0.00013518,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010481,           0.0044782,          0.00093513,             0.99758,             0.99555,              0.9943,             0.91599,           0.0056192,           0.0020424,          0.00013533,           0.0014464,           0.0014464,           0.0014464
                 434,            0.010882,           0.0045394,            0.000803,             0.99759,             0.99553,              0.9943,             0.91573,           0.0056199,           0.0020427,          0.00013565,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010571,           0.0046008,          0.00070397,             0.99758,             0.99554,              0.9943,             0.91626,           0.0056211,           0.0020433,          0.00013606,           0.0014068,           0.0014068,           0.0014068
                 436,            0.010528,           0.0043712,          0.00080794,             0.99756,             0.99554,              0.9943,             0.91548,           0.0056214,           0.0020437,          0.00013623,            0.001387,            0.001387,            0.001387
                 437,            0.010694,           0.0043704,           0.0007614,             0.99757,             0.99554,              0.9943,             0.91582,           0.0056196,           0.0020437,          0.00013649,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010692,           0.0044164,          0.00080363,             0.99757,             0.99555,              0.9943,             0.91603,           0.0056198,           0.0020438,          0.00013662,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010798,           0.0045109,          0.00074275,             0.99757,             0.99554,              0.9943,             0.91577,           0.0056205,           0.0020441,          0.00013682,           0.0013276,           0.0013276,           0.0013276
                 440,            0.010573,           0.0044514,          0.00078076,             0.99759,             0.99554,              0.9943,             0.91601,           0.0056202,           0.0020442,          0.00013716,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010723,           0.0045016,          0.00067114,             0.99761,             0.99552,              0.9943,             0.91511,           0.0056212,           0.0020447,          0.00013772,            0.001288,            0.001288,            0.001288
                 442,            0.010809,           0.0044085,          0.00055419,              0.9976,             0.99552,              0.9943,             0.91543,           0.0056213,           0.0020452,          0.00013812,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010471,            0.004448,          0.00081228,             0.99761,             0.99552,              0.9943,             0.91529,           0.0056223,           0.0020454,          0.00013849,           0.0012484,           0.0012484,           0.0012484
                 444,            0.010393,           0.0043559,          0.00090413,              0.9976,             0.99554,              0.9943,             0.91494,           0.0056216,           0.0020456,           0.0001385,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010552,           0.0043937,          0.00093092,             0.99761,             0.99555,              0.9943,               0.915,           0.0056225,           0.0020457,          0.00013856,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010413,           0.0043579,           0.0009202,             0.99759,             0.99559,              0.9943,             0.91539,           0.0056228,           0.0020457,          0.00013848,            0.001189,            0.001189,            0.001189
                 447,            0.010471,           0.0044668,           0.0008169,              0.9976,              0.9956,              0.9943,             0.91537,            0.005624,           0.0020459,            0.000138,           0.0011692,           0.0011692,           0.0011692
                 448,            0.010411,           0.0043996,          0.00077921,             0.99761,             0.99562,              0.9943,             0.91554,           0.0056245,           0.0020462,          0.00013809,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010602,           0.0043267,          0.00067245,             0.99762,             0.99563,              0.9943,             0.91555,           0.0056256,           0.0020463,          0.00013829,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010347,           0.0044292,          0.00054972,             0.99761,             0.99566,              0.9943,             0.91618,           0.0056261,           0.0020464,          0.00013807,           0.0011098,           0.0011098,           0.0011098
                 451,            0.010694,           0.0043668,          0.00067987,             0.99761,             0.99568,              0.9943,             0.91601,           0.0056272,           0.0020468,          0.00013827,             0.00109,             0.00109,             0.00109
                 452,            0.010149,           0.0043218,          0.00047271,             0.99762,             0.99568,              0.9943,             0.91603,           0.0056277,            0.002047,          0.00013811,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010505,           0.0043344,           0.0007133,             0.99761,             0.99571,              0.9943,             0.91631,           0.0056282,           0.0020471,          0.00013792,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010221,           0.0043228,          0.00054322,              0.9976,             0.99573,              0.9943,             0.91629,           0.0056283,           0.0020475,          0.00013781,           0.0010306,           0.0010306,           0.0010306
